Activité en rapport avec la mangrove;Pêche au filet;Recolte de bois de chauffe;Apiculture;Recolte du Typha australis pour la fabrication de natte;Recolte d'huitre;Recolte du crabe;Collecte de crevette;Salicuture;Chasse;Recolte du bois pour la construction;Ramassage des coquilles;Recolte du propagule
Effectif;13;1;0;6;1;11;6;4;0;2;3;4
